id,label,heuristicLabel,processType,stepCount,communities,entryPointId,terminalId
"proc_0_cmd_mcp_configure","Cmd_mcp_configure → Get_hermes_home","Cmd_mcp_configure → Get_hermes_home","cross_community",9,"['comm_22','comm_197','comm_540','comm_539','comm_117']","Function:hermes_cli/mcp_config.py:cmd_mcp_configure","Function:hermes_constants.py:get_hermes_home"
"proc_1_text_to_speech_tool","Text_to_speech_tool → Get_hermes_home","Text_to_speech_tool → Get_hermes_home","cross_community",9,"['comm_201','comm_202','comm_197','comm_540','comm_22','comm_539','comm_117']","Function:tools/tts_tool.py:text_to_speech_tool","Function:hermes_constants.py:get_hermes_home"
"proc_2_process_loop","Process_loop → Flush","Process_loop → Flush","cross_community",8,"['comm_125','comm_156','comm_103','comm_292','comm_301','comm_1','comm_21']","Function:cli.py:HermesCLI.process_loop","Function:run_agent.py:_SafeWriter.flush"
"proc_3_process_loop","Process_loop → Fileno","Process_loop → Fileno","cross_community",8,"['comm_125','comm_156','comm_103','comm_292','comm_301','comm_1','comm_22']","Function:cli.py:HermesCLI.process_loop","Function:run_agent.py:_SafeWriter.fileno"
"proc_4_handle_enter","Handle_enter → Flush","Handle_enter → Flush","cross_community",8,"['comm_127','comm_103','comm_292','comm_301','comm_1','comm_21']","Function:cli.py:HermesCLI.handle_enter","Function:run_agent.py:_SafeWriter.flush"
"proc_5_handle_enter","Handle_enter → Fileno","Handle_enter → Fileno","cross_community",8,"['comm_127','comm_103','comm_292','comm_301','comm_1','comm_22']","Function:cli.py:HermesCLI.handle_enter","Function:run_agent.py:_SafeWriter.fileno"
"proc_6_main","Main → Count_tokens","Main → Count_tokens","cross_community",8,"['comm_4','comm_5','comm_10']","Function:trajectory_compressor.py:main","Function:trajectory_compressor.py:TrajectoryCompressor.count_tokens"
"proc_7_main","Main → Get_hermes_home","Main → Get_hermes_home","cross_community",8,"['comm_4','comm_100','comm_99','comm_117']","Function:scripts/sample_and_compress.py:main","Function:hermes_constants.py:get_hermes_home"
"proc_8_main","Main → TrajectoryMetrics","Main → TrajectoryMetrics","cross_community",8,"['comm_4','comm_5']","Function:scripts/sample_and_compress.py:main","Class:trajectory_compressor.py:TrajectoryMetrics"
"proc_9_cmd_insights","Cmd_insights → BillingRoute","Cmd_insights → BillingRoute","cross_community",8,"['comm_104','comm_704','comm_676','comm_677']","Function:hermes_cli/main.py:cmd_insights","Class:agent/usage_pricing.py:BillingRoute"
"proc_10_systemd_status","Systemd_status → Sleep","Systemd_status → Sleep","cross_community",8,"['comm_529','comm_526','comm_402','comm_24']","Function:hermes_cli/gateway.py:systemd_status","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_11_systemd_status","Systemd_status → Resolve_gateway_approval","Systemd_status → Resolve_gateway_approval","cross_community",8,"['comm_529','comm_526','comm_402','comm_423']","Function:hermes_cli/gateway.py:systemd_status","Function:tools/approval.py:resolve_gateway_approval"
"proc_12_process_file","Process_file → Get_hermes_home","Process_file → Get_hermes_home","cross_community",8,"['comm_5','comm_157','comm_709','comm_125','comm_469','comm_117']","Function:trajectory_compressor.py:TrajectoryCompressor.process_file","Function:hermes_constants.py:get_hermes_home"
"proc_13_process_file","Process_file → SkinConfig","Process_file → SkinConfig","cross_community",8,"['comm_5','comm_157','comm_709','comm_125','comm_466']","Function:trajectory_compressor.py:TrajectoryCompressor.process_file","Class:hermes_cli/skin_engine.py:SkinConfig"
"proc_14_gateway_setup","Gateway_setup → Sleep","Gateway_setup → Sleep","cross_community",7,"['comm_22','comm_526','comm_529','comm_402','comm_24']","Function:hermes_cli/gateway.py:gateway_setup","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_15_gateway_setup","Gateway_setup → Resolve_gateway_approval","Gateway_setup → Resolve_gateway_approval","cross_community",7,"['comm_22','comm_526','comm_529','comm_402','comm_423']","Function:hermes_cli/gateway.py:gateway_setup","Function:tools/approval.py:resolve_gateway_approval"
"proc_16_main","Main → EnvironmentInfo","Main → EnvironmentInfo","cross_community",7,"['comm_80','comm_81']","Function:rl_cli.py:main","Class:tools/rl_training_tool.py:EnvironmentInfo"
"proc_17_main","Main → Get_hermes_home","Main → Get_hermes_home","cross_community",7,"['comm_4','comm_100','comm_99','comm_117']","Function:trajectory_compressor.py:main","Function:hermes_constants.py:get_hermes_home"
"proc_18_main","Main → TrajectoryMetrics","Main → TrajectoryMetrics","cross_community",7,"['comm_4','comm_5']","Function:trajectory_compressor.py:main","Class:trajectory_compressor.py:TrajectoryMetrics"
"proc_19_main","Main → _find_protected_indices","Main → _find_protected_indices","cross_community",7,"['comm_4','comm_5','comm_11']","Function:trajectory_compressor.py:main","Function:trajectory_compressor.py:TrajectoryCompressor._find_protected_indices"
"proc_20_main","Main → _extract_turn_content_for_summary","Main → _extract_turn_content_for_summary","cross_community",7,"['comm_4','comm_5','comm_12']","Function:trajectory_compressor.py:main","Function:trajectory_compressor.py:TrajectoryCompressor._extract_turn_content_for_summary"
"proc_21_main","Main → _get_zoneinfo","Main → _get_zoneinfo","cross_community",7,"['comm_4','comm_100','comm_99']","Function:scripts/sample_and_compress.py:main","Function:hermes_time.py:_get_zoneinfo"
"proc_22_main","Main → To_dict","Main → To_dict","cross_community",7,"['comm_4','comm_5']","Function:scripts/sample_and_compress.py:main","Function:trajectory_compressor.py:TrajectoryMetrics.to_dict"
"proc_23_setup_gateway","Setup_gateway → Isatty","Setup_gateway → Isatty","cross_community",7,"['comm_22','comm_23']","Function:hermes_cli/setup.py:setup_gateway","Function:run_agent.py:_SafeWriter.isatty"
"proc_24_handle_tool_call","Handle_tool_call → Get_hermes_home","Handle_tool_call → Get_hermes_home","cross_community",7,"['comm_879','comm_1191','comm_1192','comm_535','comm_117']","Function:plugins/memory/honcho/__init__.py:HonchoMemoryProvider.handle_tool_call","Function:hermes_constants.py:get_hermes_home"
"proc_25_cmd_insights","Cmd_insights → PricingEntry","Cmd_insights → PricingEntry","cross_community",7,"['comm_104','comm_704','comm_676','comm_677']","Function:hermes_cli/main.py:cmd_insights","Class:agent/usage_pricing.py:PricingEntry"
"proc_26_systemd_status","Systemd_status → Get_hermes_home","Systemd_status → Get_hermes_home","cross_community",7,"['comm_529','comm_526','comm_117']","Function:hermes_cli/gateway.py:systemd_status","Function:hermes_constants.py:get_hermes_home"
"proc_27_process_file","Process_file → _load_skin_from_yaml","Process_file → _load_skin_from_yaml","cross_community",7,"['comm_5','comm_157','comm_709','comm_125','comm_469']","Function:trajectory_compressor.py:TrajectoryCompressor.process_file","Function:hermes_cli/skin_engine.py:_load_skin_from_yaml"
"proc_28_main","Main → Get_hermes_home","Main → Get_hermes_home","cross_community",6,"['comm_124','comm_21','comm_528','comm_591','comm_117']","Function:cli.py:main","Function:hermes_constants.py:get_hermes_home"
"proc_29_run_background","Run_background → _normalize_base_url_text","Run_background → _normalize_base_url_text","cross_community",6,"['comm_125','comm_27','comm_70','comm_742']","Function:cli.py:HermesCLI.run_background","Function:agent/anthropic_adapter.py:_normalize_base_url_text"
"proc_30_run_background","Run_background → _thread_identity","Run_background → _thread_identity","cross_community",6,"['comm_125','comm_27','comm_70','comm_59']","Function:cli.py:HermesCLI.run_background","Function:run_agent.py:AIAgent._thread_identity"
"proc_31_run_background","Run_background → CopilotACPClient","Run_background → CopilotACPClient","cross_community",6,"['comm_125','comm_27','comm_59']","Function:cli.py:HermesCLI.run_background","Class:agent/copilot_acp_client.py:CopilotACPClient"
"proc_32_gateway_setup","Gateway_setup → Get_hermes_home","Gateway_setup → Get_hermes_home","cross_community",6,"['comm_22','comm_526','comm_529','comm_117']","Function:hermes_cli/gateway.py:gateway_setup","Function:hermes_constants.py:get_hermes_home"
"proc_33_run_btw","Run_btw → _normalize_base_url_text","Run_btw → _normalize_base_url_text","cross_community",6,"['comm_125','comm_27','comm_70','comm_742']","Function:cli.py:HermesCLI.run_btw","Function:agent/anthropic_adapter.py:_normalize_base_url_text"
"proc_34_run_btw","Run_btw → _thread_identity","Run_btw → _thread_identity","cross_community",6,"['comm_125','comm_27','comm_70','comm_59']","Function:cli.py:HermesCLI.run_btw","Function:run_agent.py:AIAgent._thread_identity"
"proc_35_run_btw","Run_btw → CopilotACPClient","Run_btw → CopilotACPClient","cross_community",6,"['comm_125','comm_27','comm_59']","Function:cli.py:HermesCLI.run_btw","Class:agent/copilot_acp_client.py:CopilotACPClient"
"proc_36_process_loop","Process_loop → Strip_ansi","Process_loop → Strip_ansi","cross_community",6,"['comm_125','comm_156','comm_103','comm_292','comm_293']","Function:cli.py:HermesCLI.process_loop","Function:tools/ansi_strip.py:strip_ansi"
"proc_37_handle_enter","Handle_enter → Strip_ansi","Handle_enter → Strip_ansi","cross_community",6,"['comm_127','comm_103','comm_292','comm_293']","Function:cli.py:HermesCLI.handle_enter","Function:tools/ansi_strip.py:strip_ansi"
"proc_38_llm_audit_skill","Llm_audit_skill → Get_hermes_home","Llm_audit_skill → Get_hermes_home","cross_community",6,"['comm_268','comm_678','comm_736','comm_197','comm_540','comm_117']","Function:tools/skills_guard.py:llm_audit_skill","Function:hermes_constants.py:get_hermes_home"
"proc_39_collect_trajectory","Collect_trajectory → _get_plugin_toolset_names","Collect_trajectory → _get_plugin_toolset_names","cross_community",6,"['comm_666','comm_84','comm_15']","Function:environments/hermes_base_env.py:HermesAgentBaseEnv.collect_trajectory","Function:toolsets.py:_get_plugin_toolset_names"
"proc_40_chat","Chat → _auto_detect_local_model","Chat → _auto_detect_local_model","cross_community",6,"['comm_125','comm_139','comm_475']","Function:cli.py:HermesCLI.chat","Function:hermes_cli/runtime_provider.py:_auto_detect_local_model"
"proc_41_chat","Chat → _normalize_custom_provider_name","Chat → _normalize_custom_provider_name","cross_community",6,"['comm_125','comm_139','comm_475','comm_474','comm_465']","Function:cli.py:HermesCLI.chat","Function:hermes_cli/runtime_provider.py:_normalize_custom_provider_name"
"proc_42_chat","Chat → _parse_api_mode","Chat → _parse_api_mode","cross_community",6,"['comm_125','comm_139','comm_475','comm_474','comm_465','comm_476']","Function:cli.py:HermesCLI.chat","Function:hermes_cli/runtime_provider.py:_parse_api_mode"
"proc_43_chat","Chat → Has_credentials","Chat → Has_credentials","cross_community",6,"['comm_125','comm_139','comm_475','comm_474','comm_568']","Function:cli.py:HermesCLI.chat","Function:agent/credential_pool.py:CredentialPool.has_credentials"
"proc_44_evaluate","Evaluate → _get_plugin_toolset_names","Evaluate → _get_plugin_toolset_names","cross_community",6,"['comm_663','comm_666','comm_84','comm_15']","Function:environments/web_research_env.py:WebResearchEnv.evaluate","Function:toolsets.py:_get_plugin_toolset_names"
"proc_45_evaluate","Evaluate → _get_plugin_toolset_names","Evaluate → _get_plugin_toolset_names","cross_community",6,"['comm_664','comm_666','comm_84','comm_15']","Function:environments/agentic_opd_env.py:AgenticOPDEnv.evaluate","Function:toolsets.py:_get_plugin_toolset_names"
"proc_46_cmd_wallet","Cmd_wallet → Read_text","Cmd_wallet → Read_text","cross_community",6,"['comm_1232','comm_433','comm_444','comm_789']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_wallet","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_47_cmd_wallet","Cmd_wallet → AgentDefinition","Cmd_wallet → AgentDefinition","cross_community",6,"['comm_1232','comm_433','comm_444']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_wallet","Class:orchestrator/models.py:AgentDefinition"
"proc_48_cmd_tx","Cmd_tx → Read_text","Cmd_tx → Read_text","cross_community",6,"['comm_1232','comm_433','comm_444','comm_789']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_tx","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_49_cmd_tx","Cmd_tx → AgentDefinition","Cmd_tx → AgentDefinition","cross_community",6,"['comm_1232','comm_433','comm_444']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_tx","Class:orchestrator/models.py:AgentDefinition"
"proc_50_cmd_gas","Cmd_gas → Read_text","Cmd_gas → Read_text","cross_community",6,"['comm_1232','comm_433','comm_444','comm_789']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_gas","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_51_cmd_gas","Cmd_gas → AgentDefinition","Cmd_gas → AgentDefinition","cross_community",6,"['comm_1232','comm_433','comm_444']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_gas","Class:orchestrator/models.py:AgentDefinition"
"proc_52_cmd_contract","Cmd_contract → Read_text","Cmd_contract → Read_text","cross_community",6,"['comm_1232','comm_433','comm_444','comm_789']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_contract","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_53_cmd_contract","Cmd_contract → AgentDefinition","Cmd_contract → AgentDefinition","cross_community",6,"['comm_1232','comm_433','comm_444']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_contract","Class:orchestrator/models.py:AgentDefinition"
"proc_54_cmd_migrate","Cmd_migrate → Get_hermes_home","Cmd_migrate → Get_hermes_home","cross_community",6,"['comm_1192','comm_878','comm_481','comm_117']","Function:plugins/memory/honcho/cli.py:cmd_migrate","Function:hermes_constants.py:get_hermes_home"
"proc_55_cmd_migrate","Cmd_migrate → _get_default_hermes_home","Cmd_migrate → _get_default_hermes_home","cross_community",6,"['comm_1192','comm_878','comm_481']","Function:plugins/memory/honcho/cli.py:cmd_migrate","Function:hermes_cli/profiles.py:_get_default_hermes_home"
"proc_56_cmd_migrate","Cmd_migrate → _get_profiles_root","Cmd_migrate → _get_profiles_root","cross_community",6,"['comm_1192','comm_878','comm_481','comm_480']","Function:plugins/memory/honcho/cli.py:cmd_migrate","Function:hermes_cli/profiles.py:_get_profiles_root"
"proc_57_rollout_and_score_ev","Rollout_and_score_eval → Sleep","Rollout_and_score_eval → Sleep","cross_community",6,"['comm_1207','comm_1181','comm_402','comm_24']","Function:environments/benchmarks/terminalbench_2/terminalbench2_env.py:TerminalBench2EvalEnv.rollout_and_score_eval","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_58_rollout_and_score_ev","Rollout_and_score_eval → Resolve_gateway_approval","Rollout_and_score_eval → Resolve_gateway_approval","cross_community",6,"['comm_1207','comm_1181','comm_402','comm_423']","Function:environments/benchmarks/terminalbench_2/terminalbench2_env.py:TerminalBench2EvalEnv.rollout_and_score_eval","Function:tools/approval.py:resolve_gateway_approval"
"proc_59_rollout_and_score_ev","Rollout_and_score_eval → _get_plugin_toolset_names","Rollout_and_score_eval → _get_plugin_toolset_names","cross_community",6,"['comm_1207','comm_666','comm_84','comm_15']","Function:environments/benchmarks/terminalbench_2/terminalbench2_env.py:TerminalBench2EvalEnv.rollout_and_score_eval","Function:toolsets.py:_get_plugin_toolset_names"
"proc_60_main","Main → _get_zoneinfo","Main → _get_zoneinfo","cross_community",6,"['comm_4','comm_100','comm_99']","Function:trajectory_compressor.py:main","Function:hermes_time.py:_get_zoneinfo"
"proc_61_main","Main → To_dict","Main → To_dict","cross_community",6,"['comm_4','comm_5']","Function:trajectory_compressor.py:main","Function:trajectory_compressor.py:TrajectoryMetrics.to_dict"
"proc_62_switch_model","Switch_model → ProviderInfo","Switch_model → ProviderInfo","cross_community",6,"['comm_32','comm_478','comm_693']","Function:run_agent.py:AIAgent.switch_model","Class:agent/models_dev.py:ProviderInfo"
"proc_63_main","Main → Add_trajectory_metrics","Main → Add_trajectory_metrics","cross_community",6,"['comm_4','comm_5','comm_7']","Function:scripts/sample_and_compress.py:main","Function:trajectory_compressor.py:AggregateMetrics.add_trajectory_metrics"
"proc_64_get_model_info_any_p","Get_model_info_any_provider → Read_text","Get_model_info_any_provider → Read_text","cross_community",6,"['comm_285','comm_693','comm_433','comm_444','comm_789']","Function:agent/models_dev.py:get_model_info_any_provider","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_65_get_model_info_any_p","Get_model_info_any_provider → AgentDefinition","Get_model_info_any_provider → AgentDefinition","cross_community",6,"['comm_285','comm_693','comm_433','comm_444']","Function:agent/models_dev.py:get_model_info_any_provider","Class:orchestrator/models.py:AgentDefinition"
"proc_66_cmd_identity","Cmd_identity → Get_hermes_home","Cmd_identity → Get_hermes_home","cross_community",6,"['comm_878','comm_1192','comm_481','comm_117']","Function:plugins/memory/honcho/cli.py:cmd_identity","Function:hermes_constants.py:get_hermes_home"
"proc_67_cmd_identity","Cmd_identity → _get_default_hermes_home","Cmd_identity → _get_default_hermes_home","cross_community",6,"['comm_878','comm_1192','comm_481']","Function:plugins/memory/honcho/cli.py:cmd_identity","Function:hermes_cli/profiles.py:_get_default_hermes_home"
"proc_68_handle_tool_call","Handle_tool_call → Read_text","Handle_tool_call → Read_text","cross_community",6,"['comm_879','comm_1191','comm_1192','comm_789']","Function:plugins/memory/honcho/__init__.py:HonchoMemoryProvider.handle_tool_call","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_69_cmd_wallet","Cmd_wallet → Read_text","Cmd_wallet → Read_text","cross_community",6,"['comm_1230','comm_1229','comm_1228','comm_433','comm_444','comm_789']","Function:optional-skills/blockchain/solana/scripts/solana_client.py:cmd_wallet","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_70_cmd_wallet","Cmd_wallet → AgentDefinition","Cmd_wallet → AgentDefinition","cross_community",6,"['comm_1230','comm_1229','comm_1228','comm_433','comm_444']","Function:optional-skills/blockchain/solana/scripts/solana_client.py:cmd_wallet","Class:orchestrator/models.py:AgentDefinition"
"proc_71_select_provider_and_","Select_provider_and_model → _load_provider_state","Select_provider_and_model → _load_provider_state","cross_community",6,"['comm_197','comm_465','comm_585','comm_578','comm_576']","Function:hermes_cli/main.py:select_provider_and_model","Function:hermes_cli/auth.py:_load_provider_state"
"proc_72_select_provider_and_","Select_provider_and_model → From_dict","Select_provider_and_model → From_dict","cross_community",6,"['comm_197','comm_465','comm_585','comm_568','comm_715']","Function:hermes_cli/main.py:select_provider_and_model","Function:agent/credential_pool.py:PooledCredential.from_dict"
"proc_73_cmd_insights","Cmd_insights → CostResult","Cmd_insights → CostResult","cross_community",6,"['comm_104','comm_704','comm_676']","Function:hermes_cli/main.py:cmd_insights","Class:agent/usage_pricing.py:CostResult"
"proc_74_cmd_stats","Cmd_stats → Read_text","Cmd_stats → Read_text","cross_community",6,"['comm_1232','comm_433','comm_444','comm_789']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_stats","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_75_cmd_stats","Cmd_stats → AgentDefinition","Cmd_stats → AgentDefinition","cross_community",6,"['comm_1232','comm_433','comm_444']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_stats","Class:orchestrator/models.py:AgentDefinition"
"proc_76_cmd_token","Cmd_token → Read_text","Cmd_token → Read_text","cross_community",6,"['comm_1231','comm_1232','comm_433','comm_444','comm_789']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_token","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_77_cmd_token","Cmd_token → AgentDefinition","Cmd_token → AgentDefinition","cross_community",6,"['comm_1231','comm_1232','comm_433','comm_444']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_token","Class:orchestrator/models.py:AgentDefinition"
"proc_78_main","Main → LocalEnvironment","Main → LocalEnvironment","cross_community",6,"['comm_91','comm_90','comm_772']","Function:mini_swe_runner.py:main","Class:tools/environments/local.py:LocalEnvironment"
